origem,destino,vezes_que_repetiu,ano
Nascimento,da Paz,4,2021.0
Andrade,Fernandes,4,
Novais,Pinto,4,
Pacheco,Santos,4,
Novaes,Pacheco,4,
Aragão,Pacheco,4,2021.0
Peixoto,Freitas,4,
Mendes,da Mota,4,2021.0
Mendes,da Rocha,4,2021.0
Araújo,Pimenta,4,2021.0
Araújo,Porto,4,2021.0
Peixoto,Gomes,4,
Pastor,Moraes,4,
Mendonça,Abreu,4,2021.0
Monteiro,da Mata,4,
Monteiro,da Luz,4,
Monteiro,da Costa,4,
Pastor,Nunes,4,
Abreu,Novais,4,2021.0
Abreu,Peixoto,4,2021.0
Monteiro,Teixeira,4,
Monteiro,Sousa,4,
Araújo,Siqueira,4,2021.0
Peixoto,Ferreira,4,
Abreu,Dias,4,2021.0
Peixoto,Câmara,4,
Pastor,Pastor,4,
Monteiro,Rios,4,
Peixoto,Costela,4,
Mendonça,Barros,4,2021.0
Abreu,Novaes,4,2021.0
Araújo,Pereira,4,2021.0
Peixoto,Macedo,4,
Pastor,Cunha,4,
Mendes,Sousa,4,2021.0
Montenegro,Cassiano,4,
Pastor,Freitas,4,
Montenegro,Casa Grande,4,
Azevedo,da Paz,4,
Peixoto,Ribeiro,4,
Abreu,Rezende,4,2021.0
Araújo,Fonseca,4,2021.0
Abreu,Pires,4,2021.0
Araújo,Freitas,4,2021.0
Peixoto,Porto,4,
Montenegro,Borges,4,
Mendes,Souza,4,2021.0
Monteiro,da Rosa,4,
Peixoto,Pereira,4,
Araújo,Leão,4,2021.0
Araújo,Lima,4,2021.0
Pastor,Macedo,4,
Azevedo,da Mota,4,
Araújo,Machado,4,2021.0
Peixoto,Montenegro,4,
Azevedo,Garcia,4,
Mendes,Vieira,4,2021.0
Abreu,Pimenta,4,2021.0
Peixoto,Martins,4,
Pastor,Pinto,4,
Monteiro,Ribeiro,4,
Araújo,da Costa,4,2021.0
Monteiro,Andrade,4,
Peixoto,Aragão,4,
Pastor,Sampaio,4,
Azevedo,Cardoso,4,
Monteiro,Caldeira,4,
Monteiro,Borges,4,
Azevedo,Novaes,4,
Azevedo,Nogueira,4,
Mendonça,Lima,4,2021.0
Azevedo,Monteiro,4,
Monteiro,Araújo,4,
Azevedo,Marques,4,
Mendonça,Moura,4,2021.0
Pastor,Pires,4,
Abreu,Monteiro,4,2021.0
Azevedo,Macedo,4,
Peixoto,Alves,4,
Mendonça,Porto,4,2021.0
Azevedo,Leão,4,
Mendonça,Rios,4,2021.0
Mendonça,da Conceição,4,2021.0
Abreu,Gonçalves,4,2021.0
Abreu,Lima,4,2021.0
Azevedo,Freitas,4,
Mendonça,da Cunha,4,2021.0
Azevedo,Pastor,4,
Peixoto,Azevedo,4,
Azevedo,Aparecida,4,
Mendonça,Fernandes,4,2021.0
Monteiro,Pinto,4,
Araújo,da Luz,4,2021.0
Peixoto,Cassiano,4,
Mendonça,Caldeira,4,2021.0
Abreu,Moraes,4,2021.0
Abreu,Montenegro,4,2021.0
Monteiro,Nascimento,4,
Peixoto,Cardoso,4,
Pastor,Rios,4,
Monteiro,Moura,4,
Monteiro,Monteiro,4,
Azevedo,Albuquerque,4,
Abreu,Ferreira,4,2021.0
Monteiro,Lopes,4,
Monteiro,Guerra,4,
Mendonça,Cavalcanti,4,2021.0
Monteiro,Gomes,4,
Pastor,Rocha,4,
Mendonça,Costa,4,2021.0
Monteiro,Fonseca,4,
Azevedo,Pereira,4,
Monteiro,Correia,4,
Monteiro,Cirino,4,
Abreu,Santos,4,2021.0
Araújo,Montenegro,4,2021.0
Araújo,Costela,4,2021.0
Pacheco,das Neves,4,
Montenegro,da Rocha,4,
Mendes,Casa Grande,4,2021.0
Montenegro,da Cruz,4,
Pacheco,da Rocha,4,
Aragão,Souza,4,2021.0
Barbosa,Andrade,4,
Montenegro,Vargas,4,
Aragão,Sá,4,2021.0
Abreu,Sá,4,2021.0
Abreu,Aparecida,4,2021.0
Barbosa,Almeida,4,
Pacheco,da Mata,4,
Montenegro,Rodrigues,4,
Barbosa,Albuquerque,4,
Montenegro,Rios,4,
Aragão,Vargas,4,2021.0
Mendes,Lima,4,2021.0
Peixoto,Vieira,4,
Aragão,Vasconcelos,4,2021.0
Pastor,Abreu,4,
Montenegro,Pacheco,4,
Mendes,Martins,4,2021.0
Mendes,Carvalho,4,2021.0
Mendes,Cardoso,4,2021.0
Aragão,Vieira,4,2021.0
Barbosa,Casa Grande,4,
Moraes,Caldeira,4,
Mendes,Almeida,4,2021.0
Moraes,Borges,4,
Pacheco,Souza,4,
Aragão,Rezende,4,2021.0
Moraes,Almeida,4,
Barbosa,Guerra,4,
Barbosa,Gomes,4,
Barbosa,Fonseca,4,
Barbosa,Correia,4,
Abreu,Viana,4,2021.0
Montenegro,da Rosa,4,
Mendes,Araújo,4,2021.0
Pacheco,Viana,4,
Barbosa,Aparecida,4,
Pacheco,da Conceição,4,
Aragão,Sousa,4,2021.0
Mendes,Brito,4,2021.0
Pacheco,da Costa,4,
Mendes,Camargo,4,2021.0
Mendes,Campos,4,2021.0
Pacheco,da Luz,4,
Peixoto,Siqueira,4,
Mendes,Garcia,4,2021.0
Montenegro,Mendonça,4,
Montenegro,Gomes,4,
Mendes,Ribeiro,4,2021.0
Araújo,Albuquerque,4,2021.0
Peixoto,Rodrigues,4,
Montenegro,Macedo,4,
Araújo,Barbosa,4,2021.0
Araújo,Andrade,4,2021.0
Pastor,Albuquerque,4,
Mendes,Silva,4,2021.0
Azevedo,da Rocha,4,
Pastor,Camargo,4,
Mendes,Rios,4,2021.0
Pastor,Carvalho,4,
Peixoto,Silveira,4,
Montenegro,Moura,4,
Araújo,Camargo,4,2021.0
Pastor,Andrade,4,
Abreu,Azevedo,4,2021.0
Pastor,Correia,4,
Mendes,Siqueira,4,2021.0
Abreu,Silva,4,2021.0
da Conceição,Azevedo,3,
Cassiano,Viana,3,
Casa Grande,Nascimento,3,2021.0
Cassiano,Caldeira,3,
da Rosa,Camargo,3,2022.0
Vasconcelos,Casa Grande,3,
da Rocha do Oeste,Aragão,3,2022.0
Abreu,Barros,3,2021.0
Abreu,Garcia,3,2021.0
Cassiano,Campos do Amparo,3,
Cassiano,Costa,3,
Cassiano,Vasconcelos,3,
Cassiano,Cunha,3,
Abreu,Brito,3,2021.0
Cassiano,da Cruz,3,
Cassiano,Fernandes,3,
Casa Grande,Mendonça,3,2021.0
Casa Grande,Jesus,3,2021.0
Castro,Barbosa,3,
Cirino,da Cunha,3,2021.0
Albuquerque de Goiás,Rios,3,2021.0
Albuquerque do Campo,Fogaça,3,2021.0
Abreu,Jesus,3,2021.0
Castro,Alves,3,
Casa Grande da Serra,Melo,3,2021.0
Castro,Albuquerque,3,
Cassiano dos Dourados,Castro,3,
Cassiano da Prata,Gomes,3,
Cassiano,da Rocha,3,
da Rosa,Barros do Campo,3,2022.0
Casa Grande das Flores,Azevedo,3,2021.0
das Neves,Ribeiro,3,2022.0
Almeida,Alves,3,2021.0
da Rosa,Borges,3,2022.0
da Conceição,Campos,3,
Correia,Cunha,3,2021.0
Vieira,Melo,3,2022.0
Casa Grande,Machado,3,2021.0
Vieira,Mendes,3,2022.0
da Rosa,Barros,3,2022.0
Vasconcelos,Macedo do Oeste,3,2022.0
das Neves da Praia,Costa,3,
Casa Grande,Melo,3,2021.0
Almeida,Andrade,3,2021.0
Abreu,Fogaça,3,2021.0
das Neves,Sampaio da Prata,3,2022.0
Almeida,Azevedo,3,2021.0
Vieira,Ribeiro,3,2022.0
Correia,Freitas,3,2021.0
Abreu,Aragão,3,2021.0
Cassiano,Mendes,3,
Cirino do Campo,Almeida,3,2021.0
Vieira,Ramos,3,2022.0
Vasconcelos,Dias das Flores,3,
Cassiano,Jesus,3,
Casa Grande,Souza,3,2021.0
Abreu,Costela,3,2021.0
Vieira,da Mota,3,2022.0
Vasconcelos,Ferreira,3,
Abreu,Cardoso,3,2021.0
Almeida,Silveira,3,
Casa Grande,Sales do Galho,3,2021.0
Casa Grande,da Cruz,3,2021.0
Almeida,Marques,3,
da Rosa,Aparecida,3,2022.0
Cassiano,Fogaça,3,
Abreu,Casa Grande,3,2021.0
Vieira,Rodrigues Paulista,3,2022.0
Correia,Barbosa,3,2021.0
Casa Grande,Vargas,3,2021.0
Vieira,da Cruz,3,2022.0
Almeida,Mendonça do Galho,3,
Vieira,da Luz,3,2022.0
Vasconcelos,Duarte,3,
Vasconcelos,Gonçalves,3,
Casa Grande,Sales,3,2021.0
Abreu,Campos,3,2021.0
Vieira,Novais da Praia,3,2022.0
Almeida,Sousa,3,
Abreu,Alves,3,2021.0
Almeida,Cassiano,3,2021.0
Almeida,Moura,3,
Abreu,Duarte,3,2021.0
Abreu,Andrade,3,2021.0
da Conceição,Aparecida,3,
Casa Grande,Pereira,3,2021.0
da Rosa,Cardoso,3,2022.0
Abreu,Campos Verde,3,2021.0
Cassiano,Ramos,3,
Cassiano,Porto,3,
das Neves,Silva,3,2022.0
da Conceição,Albuquerque,3,
Vieira,Nunes,3,2022.0
Correia,Brito,3,2021.0
Correia,Duarte,3,2021.0
Cirino,da Paz,3,2021.0
Cassiano,Pires,3,
Cassiano,Peixoto,3,
Almeida,Santos,3,
Almeida,Costela,3,2021.0
Casa Grande Paulista,da Paz,3,2021.0
Cirino,da Rocha,3,2021.0
Casa Grande,Ramos,3,2021.0
Cassiano,Novaes,3,
da Rosa,Gonçalves,3,2022.0
Albuquerque,da Mata da Serra,3,2021.0
Albuquerque da Praia,Câmara,3,2021.0
Cirino,Caldeira,3,2021.0
Cavalcante,Vasconcelos,3,
Cavalcante,Viana,3,
Vasconcelos,da Luz,3,2022.0
Cavalcante,da Paz do Amparo,3,
da Rosa,Vargas,3,2022.0
das Neves,Gomes,3,2022.0
Cirino,Aparecida,3,2021.0
Vasconcelos,da Mota,3,2022.0
das Neves,Garcia,3,2022.0
Abreu,Silva dos Dourados,3,2021.0
da Rosa,da Costa,3,2022.0
Viana,Macedo,3,2022.0
das Neves,Fonseca do Oeste,3,2022.0
Cavalcanti dos Dourados,Azevedo,3,2021.0
Viana,Lopes,3,2022.0
da Rosa,da Cruz,3,2022.0
Albuquerque,Cirino,3,2021.0
das Neves,Fonseca,3,2022.0
Cavalcanti,Barros,3,
Cavalcante,Teixeira,3,
Cirino,Carvalho,3,2021.0
Albuquerque,Caldeira,3,2021.0
Abreu,Rodrigues,3,2021.0
Vasconcelos,Sousa do Sul,3,2022.0
Cavalcante,Pires,3,
Cirino,Correia,3,2021.0
Cirino,Cirino,3,2021.0
Viana,Oliveira,3,2022.0
Cirino,Cavalcanti,3,2021.0
das Neves,Martins,3,2022.0
Cavalcante,Ramos,3,
Viana,Novais,3,2022.0
Viana,Novaes,3,2022.0
Cirino,Cavalcante da Mata,3,2021.0
da Rosa,Silva,3,2022.0
Cirino,Casa Grande,3,2021.0
Abreu,Pinto,3,2021.0
da Rosa,Sousa,3,2022.0
Albuquerque,Gomes,3,2021.0
Viana,Nogueira,3,2022.0
Cavalcante,Rios,3,
Vasconcelos,Viana,3,2022.0
Abreu,Siqueira,3,2021.0
Cavalcanti,Borges,3,
Cirino,Dias,3,2021.0
Cavalcanti,Mendes,3,2021.0
Cavalcanti,Monteiro,3,2021.0
Albuquerque,Alves,3,2021.0
Cavalcanti,Silva,3,2021.0
Viana,Andrade,3,2022.0
Albuquerque,Albuquerque,3,2021.0
Cavalcanti,Moura,3,2021.0
das Neves,Azevedo Grande,3,2022.0
Abreu do Galho,Moreira,3,2021.0
Abreu do Amparo,Campos,3,2021.0
Abreu da Mata,Lima,3,2021.0
das Neves,Caldeira,3,2022.0
Abreu,da Cunha,3,2021.0
das Neves,Castro de Goiás,3,2022.0
Cavalcanti,Pires,3,2021.0
Abreu Grande,Moreira,3,2021.0
Abreu,da Rocha,3,2021.0
das Neves,Cardoso,3,2022.0
Viana,Brito,3,2022.0
Abreu,da Mata,3,2021.0
das Neves,Andrade,3,2022.0
Cavalcanti,Jesus,3,2021.0
Cavalcanti,Brito,3,
Cavalcanti,Guerra,3,2021.0
Cavalcanti,Carvalho,3,
Vasconcelos,da Rosa,3,2022.0
Viana,Ferreira,3,2022.0
das Neves,Ferreira,3,2022.0
das Neves,Farias,3,2022.0
Cavalcanti Paulista,Mendes,3,2021.0
das Neves,Duarte,3,2022.0
Viana,Fernandes,3,2022.0
Cavalcanti,Casa Grande,3,
das Neves,Dias,3,2022.0
Cavalcanti,Cassiano,3,
Abreu,Sousa,3,2021.0
Cavalcanti,Câmara,3,2021.0
das Neves,Cunha,3,2022.0
Cavalcanti,Duarte,3,2021.0
Cavalcanti,Farias,3,2021.0
das Neves,Albuquerque,3,2022.0
Abreu,Teixeira,3,2021.0
Abreu,Vargas,3,2021.0
Cirino,Costa,3,2021.0
Cavalcante,Peixoto,3,
Vieira,Gomes,3,2022.0
Cirino,Sampaio,3,2021.0
das Neves,Novaes,3,2022.0
Albuquerque,da Rosa,3,2021.0
Vieira,Correia,3,2022.0
Vasconcelos,Nogueira,3,2022.0
Cirino,Rezende,3,2021.0
Castro,Machado do Amparo,3,
Vieira,Cavalcanti,3,2022.0
Castro,Moraes,3,
Vasconcelos,Novais,3,2022.0
Cirino,Porto,3,2021.0
Vasconcelos,Oliveira,3,2022.0
Castro,Moura,3,
Cirino,Pires,3,2021.0
Castro,Oliveira,3,
Cavalcanti,Pereira,3,2021.0
Castro,Porto,3,
Albuquerque,da Cruz,3,2021.0
Castro,Rodrigues,3,
Castro,Sales,3,
Castro,Leão do Norte,3,
Castro,Guerra,3,
Cirino,Pimenta,3,2021.0
Castro,Freitas,3,
Cirino,da Costa,3,2021.0
Castro,Brito,3,
das Neves,Pires,3,2022.0
Vasconcelos,Melo,3,2022.0
Castro,Brito da Serra,3,
da Rosa,Jesus,3,2022.0
da Rosa,Jesus Verde,3,2022.0
Castro,Cirino,3,
Vieira,Fogaça,3,2022.0
Vieira,Fernandes,3,2022.0
Vieira,Farias Verde,3,2022.0
das Neves,Pacheco,3,2022.0
Vieira,Duarte,3,2022.0
Abreu,Machado,3,2021.0
Cirino,Souza,3,2021.0
Cirino,Sousa,3,2021.0
da Rosa,Leão,3,2022.0
Abreu,Mendes,3,2021.0
da Rosa,Lima,3,2022.0
Albuquerque,da Conceição,3,2021.0
Vieira,Aragão,3,2022.0
Cavalcante,Pastor,3,
da Rosa,Pires,3,2022.0
Cavalcante,Fonseca,3,
Cirino,Mendonça,3,2021.0
Cavalcante,Gomes,3,
Cavalcante,Gonçalves,3,
Cavalcante,Jesus,3,
Viana,Rodrigues,3,2022.0
Cavalcante,Melo,3,
Abreu,Pastor,3,2021.0
das Neves,Mendonça,3,2022.0
Cirino,Lima,3,2021.0
Cirino,Leão da Prata,3,2021.0
Viana,Rezende,3,2022.0
Cavalcante,Moreira,3,
Albuquerque,Nascimento,3,2021.0
Albuquerque,Moura,3,2021.0
Cirino,Jesus,3,2021.0
Cirino,Gonçalves,3,2021.0
Cavalcante,Nunes,3,
Albuquerque,Moreira,3,2021.0
Cavalcante,Fogaça,3,
Albuquerque,Pastor,3,2021.0
Vasconcelos,Peixoto Verde,3,2022.0
das Neves,Moraes,3,2022.0
Castro,da Rocha,3,
Viana de Minas,Ribeiro,3,2022.0
Cavalcante,Alves,3,
Albuquerque,Santos,3,2021.0
Cavalcante,Barros,3,
Albuquerque,Sales,3,2021.0
Albuquerque,Ribeiro,3,2021.0
Cavalcante,Caldeira,3,
Cavalcante,Cardoso,3,
Cavalcante,Carvalho,3,
Cirino,Peixoto,3,2021.0
Albuquerque,Ramos,3,2021.0
Abreu,Moura,3,2021.0
da Rosa,Pacheco,3,2022.0
Cavalcante,Costela,3,
da Rosa,Pastor,3,2022.0
Cavalcante,Ferreira,3,
Albuquerque,Pereira,3,2021.0
Cirino,Moura,3,2021.0
da Rosa,Vasconcelos,3,2022.0
Barbosa,Macedo,3,
Casa Grande,Duarte,3,2021.0
Brito,Sales,3,2021.0
Brito,Pacheco Verde,3,2021.0
da Mota,Ramos,3,
da Cunha,Pires,3,2022.0
Brito,Porto,3,2021.0
da Cunha,Pastor,3,2022.0
da Cunha,Pacheco,3,2022.0
da Cunha,Oliveira,3,2022.0
Brito,Rios,3,2021.0
da Mota,Rocha,3,
da Cunha,Novais,3,2022.0
Aragão,Silveira do Amparo,3,2021.0
Aragão,Silva,3,2021.0
Aragão,Santos,3,2021.0
Brito,Nunes,3,2021.0
Aragão,Peixoto,3,2021.0
Brito,Viana,3,2021.0
da Cunha,Moreira,3,2022.0
Aragão,Nunes,3,2021.0
Aragão,Novaes,3,2021.0
da Mota,Vieira,3,
Aragão,Montenegro,3,2021.0
da Cunha,Monteiro,3,2022.0
da Mota,da Cruz,3,
da Cunha,Melo,3,2022.0
da Cunha,Martins,3,2022.0
Brito,da Luz,3,2021.0
Aragão,Teixeira,3,2021.0
Brito,Novaes,3,2021.0
Brito das Flores,Camargo,3,2021.0
Aragão Verde,da Cruz,3,2021.0
Borges,da Rocha,3,2021.0
Araújo,Câmara,3,2021.0
Borges,da Rosa,3,2021.0
Araújo,Cassiano,3,2021.0
Araújo,Barros,3,2021.0
Brito,Albuquerque,3,2021.0
Araújo,Araújo,3,2021.0
Aragão da Serra,Borges,3,2021.0
Brito,Barros,3,2021.0
Brito,Borges,3,2021.0
Correia,Mendes,3,2021.0
Brito,Caldeira,3,2021.0
Aragão,da Mota,3,2021.0
da Cunha,Rocha,3,2022.0
Brito,Campos,3,2021.0
da Cunha,da Luz,3,2022.0
da Mota,Novais,3,
Aragão,da Mata,3,2021.0
Brito,Fernandes,3,2021.0
Brito,Gonçalves,3,2021.0
Brito,Marques de Goiás,3,2021.0
da Cunha,Silveira,3,2022.0
Brito,Monteiro,3,2021.0
da Cunha,Santos,3,2022.0
Brito,Moraes,3,2021.0
da Mota,Pereira,3,
Brito,da Rocha,3,2021.0
Aragão,Melo,3,2021.0
Araújo,Fogaça,3,2021.0
Camargo,Abreu,3,
Caldeira,Siqueira,3,
da Paz,Azevedo,3,
Caldeira,Vasconcelos,3,
Caldeira,da Cruz,3,
Aragão,Aragão,3,2021.0
da Cunha,Abreu do Campo,3,2022.0
Caldeira,da Rocha,3,
da Cruz do Sul,Nascimento,3,2022.0
da Cruz do Amparo,Pinto,3,
Aragão,Aparecida,3,2021.0
Caldeira do Norte,Azevedo,3,
Aragão,Albuquerque,3,2021.0
Aragão,Abreu,3,2021.0
Aragão,Costela,3,2021.0
da Cruz,da Paz,3,
da Cruz,da Mota,3,
Aparecida Paulista,Farias,3,
da Paz,Casa Grande,3,
Camargo,Araújo,3,
da Paz,Cavalcante,3,
Camargo,Brito,3,
Aparecida,da Costa,3,
Camargo,Cardoso,3,
Camargo,Costa,3,
Camargo,Fernandes,3,
Camargo,Fonseca,3,
da Cunha,Araújo,3,2022.0
da Cunha,Barbosa,3,2022.0
da Cunha,Leão,3,2022.0
da Cunha,Costela,3,2022.0
Aragão,Martins,3,2021.0
Caldeira,Aragão,3,2021.0
Aragão,Marques,3,2021.0
Aragão,Macedo,3,2021.0
Aragão,Guerra,3,2021.0
Caldeira,Carvalho,3,
Caldeira,Cassiano,3,
da Mota do Oeste,da Mata,3,
Caldeira,Farias,3,
Aragão,Garcia,3,2021.0
Caldeira,Guerra,3,
da Cunha,Cunha,3,2022.0
da Cunha,Cirino da Praia,3,2022.0
Caldeira,Porto,3,
Caldeira,Macedo,3,
Caldeira,Marques Grande,3,
Aragão,Fernandes,3,2021.0
da Cunha,Cassiano,3,2022.0
Aragão,Farias,3,2021.0
da Cunha,Carvalho,3,2022.0
Caldeira,Moreira,3,
Caldeira,Nogueira,3,
Aragão,Cunha,3,2021.0
Caldeira,Pastor,3,
Caldeira,Pires,3,
da Cunha,Barros de Goiás,3,2022.0
da Luz,Araújo,3,2022.0
da Luz,Azevedo,3,2022.0
Casa Grande,Dias Grande,3,2021.0
Azevedo,Ribeiro,3,
da Mata,Brito Grande,3,
Barros,Campos,3,
Barros,Cassiano,3,
Azevedo,Sales,3,
Barros,Castro,3,
da Mata,Azevedo,3,
Barros,Cavalcanti,3,
Barros,Cirino,3,
da Mata,Andrade,3,
da Mata,Alves,3,
Barros,Correia,3,
da Mata,Albuquerque,3,
Barros,Costela,3,
Barros,Caldeira,3,
Azevedo,Porto,3,
Barros,Fernandes,3,
Barros,Ferreira,3,
da Mata,Souza,3,
Barros,Garcia,3,
Barros,Marques,3,
da Luz,Vasconcelos,3,2022.0
Azevedo,Novais,3,
Barros,Novais,3,
da Mata,da Conceição,3,
da Mata,da Luz,3,
Azevedo,Gonçalves,3,
Azevedo,Siqueira da Mata,3,
da Mata,Santos,3,
Barros,Vasconcelos Grande,3,
da Mata,Dias,3,
Barbosa,Sampaio,3,
da Mata,Guerra,3,
da Mata,Nogueira,3,
Barbosa,Silva Verde,3,
Azevedo dos Dourados,da Luz,3,
Azevedo dos Dourados,Pastor,3,
da Mata,Pastor,3,
da Mata,Ferreira,3,
Barbosa,da Cruz,3,
Barbosa,da Cunha,3,
da Mata,Peixoto,3,
Azevedo de Minas,Azevedo,3,
da Mata,Pinto,3,
da Mata,Sampaio,3,
da Mata,Câmara,3,
Barbosa,da Paz,3,
Barbosa do Norte,Nogueira,3,
da Mata,Correia,3,
Barros,Abreu,3,
Barros,Aragão das Flores,3,
Azevedo,da Luz,3,
da Mata,Cassiano,3,
Azevedo,da Cunha,3,
Azevedo,Vieira do Amparo,3,
Azevedo,Viana Grande,3,
Azevedo,Sousa,3,
da Luz,Rodrigues,3,2022.0
da Luz,Rezende,3,2022.0
da Luz,Barbosa,3,2022.0
Borges,Peixoto,3,2021.0
Araújo,Vargas,3,2021.0
da Mota,Cirino,3,
Araújo,Silva,3,2021.0
Borges,Montenegro,3,2021.0
Borges,Nogueira,3,2021.0
Borges,Novaes,3,2021.0
da Luz,Dias,3,2022.0
da Mota,Costa,3,
Araújo,Ramos,3,2021.0
Borges,Novais,3,2021.0
Borges,Oliveira,3,2021.0
Borges,Pacheco,3,2021.0
Araújo,Pastor,3,2021.0
Borges,Machado,3,2021.0
Araújo,Nunes,3,2021.0
Borges,Porto,3,2021.0
da Mota,Fogaça,3,
Araújo,Mendonça,3,2021.0
Borges,Rodrigues,3,2021.0
Borges,Sales,3,2021.0
Araújo,Lopes do Norte,3,2021.0
Borges,Sampaio,3,2021.0
Araújo,Jesus,3,2021.0
Borges,Vasconcelos,3,2021.0
da Mota,Lima,3,
Borges,da Conceição,3,2021.0
Araújo,Vasconcelos,3,2021.0
Borges,Lima,3,2021.0
Azevedo,Dias,3,
Borges,Cavalcanti,3,2021.0
da Mata Paulista,Moreira,3,
Barros Verde,da Cunha,3,
Barros do Amparo,Martins,3,
Barros do Oeste,Jesus,3,2021.0
da Mata do Sul,Rodrigues,3,
da Mota,Abreu,3,
Azevedo,Cavalcante,3,
da Luz,Pastor,3,2022.0
Borges,Campos,3,2021.0
da Luz,Nascimento,3,2022.0
da Luz,Moura,3,2022.0
Azevedo,Castro,3,
Azevedo,Brito,3,
Borges,Leão de Minas,3,2021.0
da Luz,Moraes da Mata,3,2022.0
Azevedo,Barros,3,
da Mota,Barros,3,
Borges,Câmara,3,2021.0
Araújo de Minas,Casa Grande,3,2021.0
da Luz,Lopes,3,2022.0
Borges,Fonseca,3,2021.0
Araújo das Pedras,Gomes,3,2021.0
Araújo,das Neves,3,2021.0
Araújo,da Cruz,3,2021.0
da Luz,Garcia,3,2022.0
Araújo,da Conceição,3,2021.0
da Cruz,Silveira,3,
Camargo,Freitas,3,
da Cruz,Santos,3,
da Conceição do Galho,Sales,3,
Cardoso,da Rosa,3,
da Rocha,Gomes,3,
Andrade,Brito da Prata,3,
Cardoso,das Neves do Norte,3,
Andrade,Brito,3,
da Rocha,Jesus,3,
Carvalho,Camargo,3,2021.0
Carvalho,Campos do Oeste,3,2021.0
Carvalho,Carvalho,3,2021.0
Andrade,Barbosa,3,
da Conceição dos Dourados,Jesus,3,
da Rocha,Machado,3,
da Conceição de Minas,Leão,3,
Cardoso,da Paz,3,
Carvalho,Correia,3,2021.0
da Conceição,da Rocha,3,
da Conceição,da Mota,3,
Carvalho,Costa,3,2021.0
Andrade,Andrade,3,
da Conceição,da Cruz de Minas,3,
Carvalho,Ferreira,3,2021.0
Andrade,Albuquerque,3,
da Rocha,Monteiro,3,
Carvalho,Guerra,3,2021.0
da Rocha,Montenegro,3,
Alves dos Dourados,Rios,3,
Andrade,Caldeira,3,
Cardoso,da Cruz,3,
Alves do Norte,Nogueira,3,
da Costa,Costela,3,
Cardoso,Melo,3,
da Costa,Macedo,3,
da Rocha,Cardoso,3,
Cardoso,Montenegro,3,
Cardoso,Montenegro de Minas,3,
Cardoso,Moraes,3,
da Costa,Gonçalves,3,
Andrade,Mendonça,3,
Cardoso,Novaes,3,
Andrade,Melo,3,
Cardoso,Nunes,3,
Andrade,Leão,3,
da Costa,Cirino,3,
Andrade,Camargo,3,
Cardoso,Peixoto,3,
da Costa,Cassiano,3,
da Costa,Casa Grande,3,
Andrade,Fogaça,3,
Andrade,Ferreira,3,
da Costa,Carvalho,3,
Andrade,Correia,3,
da Rocha,Fogaça do Galho,3,
Andrade,Casa Grande,3,
Cardoso,Rios,3,
Barbosa,Guerra Verde,3,
da Costa,Brito,3,
Alves do Oeste,Moura,3,
Alves,das Neves,3,
Aparecida,Vasconcelos,3,
da Conceição,Leão,3,
Alves,Guerra,3,
da Conceição,Montenegro,3,
Carvalho da Prata,da Costa,3,2021.0
Carvalho das Pedras,Barbosa,3,2021.0
Carvalho do Norte,Cavalcante,3,2021.0
Alves,Farias,3,
da Conceição,Melo,3,
Carvalho dos Dourados,Rezende,3,2021.0
Casa Grande,Abreu,3,2021.0
da Rocha,Vasconcelos,3,2022.0
da Rocha,Viana,3,2022.0
Casa Grande,Andrade,3,2021.0
Alves,Dias,3,
Carvalho,da Mata,3,2021.0
Casa Grande,Casa Grande,3,2021.0
Casa Grande,Cirino,3,2021.0
Alves,Borges,3,
Casa Grande,Correia Alegre,3,2021.0
Casa Grande,Costela,3,2021.0
da Conceição,Câmara,3,
Alves,Araújo,3,
Almeida do Sul,Casa Grande,3,
Casa Grande,Câmara,3,2021.0
da Conceição,Cirino,3,
Casa Grande,Dias,3,2021.0
Almeida de Goiás,Moura,3,
Carvalho,da Rocha,3,2021.0
Alves,Leão,3,
Carvalho,Lima,3,2021.0
da Rocha,Pinto,3,
da Rocha,Novaes,3,
Carvalho,Lopes,3,2021.0
Carvalho,Machado,3,2021.0
Carvalho,Mendes,3,2021.0
Alves,da Paz,3,
Carvalho,Moraes,3,2021.0
Carvalho,Moraes do Amparo,3,2021.0
da Rocha,Pastor,3,
Alves,Vieira,3,
Alves,Sá de Minas,3,
da Conceição,Rodrigues,3,
Carvalho,Nunes das Pedras,3,2021.0
da Conceição,Ribeiro,3,
da Conceição,Nogueira,3,
Alves,Sá,3,
Carvalho,Rocha Paulista,3,2021.0
da Conceição,Pinto,3,
da Conceição,Pereira,3,
Carvalho,Silveira,3,2021.0
Alves,Siqueira,3,
da Rocha,Rodrigues,3,2022.0
da Conceição,Novais,3,
Alves,Monteiro,3,
Alves,Mendes da Mata,3,
Alves,Machado do Oeste,3,
da Conceição,Novaes,3,
Cardoso,Machado,3,
da Costa,Mendes,3,
Cardoso,Lima,3,
da Paz,Pacheco,3,
da Cruz,Lopes das Pedras,3,
Camargo,da Costa,3,
Camargo,da Cunha,3,
Camargo,da Rocha,3,
Camargo Alegre,Lima,3,
Campos,Albuquerque,3,
Campos,Almeida,3,
da Cruz,Fogaça,3,
Campos,Alves,3,
Campos,Aparecida,3,
da Cruz,Duarte,3,
Aparecida,Costa,3,
Aparecida,Castro da Serra,3,
Aparecida,Cunha,3,
da Paz,Pastor do Galho,3,
Campos,Camargo,3,
