data,valor,hora,origem,destino,tipo_transacao
2024-11-14,763.47,17:05:28,Banco E,Banco C,pessoal
2024-11-14,174.42,17:17:07,Banco C,Banco B,pessoal
2024-11-14,886.85,17:33:00,Banco A,Banco E,empresarial
2024-11-14,1095.56,17:37:21,Banco C,Banco D,pessoal
2024-11-14,41.84,19:27:59,Banco E,Banco C,empresarial
2024-11-14,45.11,21:01:25,Banco B,Banco D,empresarial
2024-11-15,478.91,00:25:27,Banco C,Banco E,pessoal
2024-11-15,41.61,01:13:06,Banco A,Banco D,empresarial
2024-11-15,21.89,01:17:26,Banco D,Banco A,empresarial
2024-11-15,821.87,02:12:16,Banco E,Banco D,empresarial
2024-11-15,480.46,03:02:04,Banco C,Banco A,pessoal
2024-11-15,1352.48,06:23:25,Banco A,Banco E,pessoal
2024-11-15,5.23,08:59:06,Banco D,Banco C,pessoal
2024-11-15,203.91,09:16:29,Banco E,Banco A,empresarial
2024-11-15,52.79,10:06:20,Banco A,Banco D,empresarial
2024-11-15,575.78,10:13:16,Banco B,Banco C,empresarial
2024-11-15,475.98,10:30:34,Banco B,Banco A,empresarial
2024-11-15,745.99,10:33:55,Banco D,Banco B,pessoal
2024-11-15,472.43,10:49:46,Banco C,Banco A,empresarial
2024-11-15,683.68,10:53:58,Banco A,Banco C,empresarial
2024-11-15,751.88,12:26:58,Banco A,Banco E,empresarial
2024-11-15,228.68,12:37:45,Banco E,Banco C,empresarial
2024-11-15,86.07,14:04:19,Banco E,Banco C,empresarial
2024-11-15,803.95,14:08:09,Banco E,Banco C,empresarial
2024-11-15,251.71,16:30:37,Banco C,Banco E,pessoal
2024-11-15,262.51,16:53:58,Banco D,Banco E,empresarial
2024-11-15,181.42,16:55:22,Banco D,Banco A,pessoal
2024-11-15,228.69,17:04:11,Banco A,Banco B,empresarial
2024-11-15,335.49,17:24:13,Banco C,Banco D,empresarial
2024-11-15,192.38,17:33:17,Banco B,Banco D,empresarial
2024-11-15,140.1,17:39:52,Banco D,Banco B,pessoal
2024-11-15,1244.73,17:43:56,Banco E,Banco A,empresarial
2024-11-15,316.53,17:57:01,Banco D,Banco B,pessoal
2024-11-15,1061.71,18:42:27,Banco B,Banco C,empresarial
2024-11-15,817.19,20:55:47,Banco D,Banco E,empresarial
2024-11-15,168.37,23:58:04,Banco D,Banco B,empresarial
2024-11-16,4.65,02:12:05,Banco C,Banco A,empresarial
2024-11-16,773.17,02:59:50,Banco B,Banco A,empresarial
2024-11-16,591.97,03:16:36,Banco C,Banco A,empresarial
2024-11-16,148.67,05:06:50,Banco D,Banco B,pessoal
2024-11-16,389.71,08:48:04,Banco B,Banco D,pessoal
2024-11-16,159.52,09:00:12,Banco C,Banco D,pessoal
2024-11-16,554.47,09:31:45,Banco D,Banco C,empresarial
2024-11-16,672.41,09:41:53,Banco D,Banco B,empresarial
2024-11-16,816.12,10:05:22,Banco B,Banco D,empresarial
2024-11-16,169.29,10:16:33,Banco A,Banco C,pessoal
2024-11-16,768.29,10:23:03,Banco B,Banco A,empresarial
2024-11-16,93.84,10:23:26,Banco B,Banco A,pessoal
2024-11-16,2028.96,10:25:02,Banco A,Banco C,pessoal
2024-11-16,846.5,10:25:39,Banco C,Banco D,pessoal
2024-11-16,92.61,12:07:43,Banco B,Banco D,pessoal
2024-11-16,751.52,12:33:18,Banco C,Banco A,pessoal
2024-11-16,76.79,14:23:51,Banco D,Banco B,pessoal
2024-11-16,120.97,16:43:32,Banco D,Banco B,pessoal
2024-11-16,185.9,17:00:39,Banco A,Banco E,empresarial
2024-11-16,485.29,17:03:17,Banco A,Banco B,pessoal
2024-11-16,128.08,17:03:29,Banco A,Banco E,pessoal
2024-11-16,2540.82,17:05:44,Banco A,Banco C,pessoal
2024-11-16,209.02,17:07:31,Banco A,Banco E,pessoal
2024-11-16,129.44,17:07:58,Banco C,Banco D,empresarial
2024-11-16,813.09,17:13:57,Banco C,Banco A,empresarial
2024-11-16,113.43,17:16:48,Banco D,Banco C,pessoal
2024-11-16,211.71,17:37:23,Banco D,Banco A,pessoal
2024-11-16,477.98,17:44:51,Banco A,Banco E,empresarial
2024-11-16,2157.7,17:44:54,Banco B,Banco C,pessoal
2024-11-16,300.13,19:47:07,Banco A,Banco B,pessoal
2024-11-16,115.82,21:37:19,Banco A,Banco E,empresarial
2024-11-17,242.23,00:43:55,Banco A,Banco C,pessoal
2024-11-17,425.03,05:01:35,Banco B,Banco C,empresarial
2024-11-17,615.53,05:37:27,Banco B,Banco E,empresarial
2024-11-17,157.66,08:09:35,Banco C,Banco A,empresarial
2024-11-17,718.71,09:32:53,Banco E,Banco D,pessoal
2024-11-17,411.1,09:37:18,Banco E,Banco A,empresarial
2024-11-17,1003.83,09:56:55,Banco D,Banco A,empresarial
2024-11-17,1962.5,09:59:16,Banco B,Banco C,pessoal
2024-11-17,360.12,10:14:19,Banco E,Banco C,empresarial
2024-11-17,327.09,10:20:08,Banco E,Banco C,pessoal
2024-11-17,531.16,10:25:06,Banco D,Banco B,pessoal
2024-11-17,128.27,10:51:56,Banco B,Banco E,empresarial
2024-11-17,297.17,13:30:39,Banco D,Banco A,empresarial
2024-11-17,17.51,15:09:52,Banco E,Banco C,pessoal
2024-11-17,237.3,16:32:49,Banco B,Banco E,pessoal
2024-11-17,71.0,16:39:27,Banco C,Banco A,empresarial
2024-11-17,355.56,16:54:32,Banco A,Banco B,pessoal
2024-11-17,1431.9,17:49:34,Banco E,Banco A,pessoal
2024-11-17,8.49,19:28:24,Banco C,Banco B,pessoal
2024-11-17,50.49,20:56:54,Banco B,Banco E,pessoal
2024-11-17,288.55,21:50:24,Banco B,Banco E,empresarial
2024-11-17,960.85,22:24:20,Banco A,Banco B,empresarial
2024-11-17,999.12,23:47:15,Banco C,Banco E,pessoal
2024-11-18,161.08,01:56:13,Banco D,Banco B,empresarial
2024-11-18,1105.06,06:02:35,Banco A,Banco C,pessoal
2024-11-18,203.81,07:57:38,Banco A,Banco D,empresarial
2024-11-18,81.1,09:02:39,Banco E,Banco D,empresarial
2024-11-18,448.94,09:24:48,Banco B,Banco C,pessoal
2024-11-18,309.38,09:47:11,Banco D,Banco E,pessoal
2024-11-18,359.24,10:11:53,Banco D,Banco B,pessoal
2024-11-18,597.76,10:48:33,Banco A,Banco D,pessoal
2024-11-18,173.09,11:26:45,Banco B,Banco D,pessoal
2024-11-18,706.29,12:09:16,Banco C,Banco E,empresarial
2024-11-18,1662.26,12:13:35,Banco B,Banco D,pessoal
2024-11-18,654.67,12:37:44,Banco D,Banco E,empresarial
2024-11-18,1171.47,14:16:43,Banco E,Banco D,empresarial
2024-11-18,118.83,16:01:34,Banco B,Banco A,pessoal
2024-11-18,233.61,16:09:08,Banco A,Banco C,empresarial
2024-11-18,494.1,16:12:12,Banco A,Banco E,pessoal
2024-11-18,290.58,16:38:45,Banco D,Banco A,pessoal
2024-11-18,253.42,16:39:35,Banco C,Banco B,empresarial
2024-11-18,122.82,16:40:32,Banco D,Banco A,pessoal
2024-11-18,1396.78,17:09:35,Banco B,Banco E,pessoal
2024-11-18,139.93,17:44:29,Banco A,Banco D,pessoal
2024-11-18,1136.69,20:45:18,Banco E,Banco D,pessoal
2024-11-18,39.9,21:31:11,Banco A,Banco B,pessoal
2024-11-18,59.36,22:00:34,Banco A,Banco B,empresarial
2024-11-18,1534.61,23:44:13,Banco E,Banco C,empresarial
2024-11-19,584.64,02:55:50,Banco E,Banco B,empresarial
2024-11-19,1308.85,03:19:58,Banco D,Banco B,pessoal
2024-11-19,1390.21,03:44:01,Banco D,Banco B,pessoal
2024-11-19,326.15,04:07:19,Banco A,Banco D,empresarial
2024-11-19,495.11,06:55:40,Banco E,Banco C,empresarial
2024-11-19,115.59,09:12:11,Banco E,Banco B,empresarial
2024-11-19,277.07,09:19:48,Banco D,Banco A,empresarial
2024-11-19,686.4,09:26:05,Banco A,Banco D,empresarial
2024-11-19,400.61,09:44:00,Banco C,Banco B,pessoal
2024-11-19,748.13,10:13:50,Banco B,Banco A,empresarial
2024-11-19,124.21,10:31:29,Banco A,Banco C,empresarial
2024-11-19,52.4,10:40:00,Banco A,Banco E,empresarial
2024-11-19,641.61,10:58:01,Banco B,Banco E,empresarial
2024-11-19,30.93,11:24:47,Banco A,Banco B,pessoal
2024-11-19,335.72,13:39:20,Banco C,Banco A,pessoal
2024-11-19,543.88,14:10:15,Banco C,Banco D,empresarial
2024-11-19,1490.01,14:24:58,Banco E,Banco A,pessoal
2024-11-19,492.48,14:41:49,Banco E,Banco B,pessoal
2024-11-19,893.55,16:15:21,Banco E,Banco A,pessoal
2024-11-19,1030.89,16:18:03,Banco E,Banco A,empresarial
2024-11-19,174.95,16:36:00,Banco C,Banco E,empresarial
2024-11-19,273.51,17:10:27,Banco B,Banco E,empresarial
2024-11-19,243.45,18:36:01,Banco B,Banco C,pessoal
2024-11-19,874.26,20:35:29,Banco E,Banco A,empresarial
2024-11-19,399.12,20:58:46,Banco A,Banco B,pessoal
2024-11-19,123.39,22:48:14,Banco A,Banco E,pessoal
2024-11-20,404.69,00:12:34,Banco C,Banco E,empresarial
2024-11-20,934.97,00:32:58,Banco B,Banco A,empresarial
2024-11-20,1052.78,00:51:06,Banco A,Banco E,empresarial
2024-11-20,220.77,01:03:43,Banco D,Banco C,pessoal
2024-11-20,374.6,02:18:22,Banco A,Banco B,empresarial
2024-11-20,350.78,03:50:40,Banco D,Banco C,pessoal
2024-11-20,1314.76,05:43:43,Banco D,Banco B,pessoal
2024-11-20,771.32,07:37:37,Banco D,Banco C,pessoal
2024-11-20,134.39,09:09:23,Banco B,Banco A,empresarial
2024-11-20,313.74,09:14:01,Banco E,Banco B,empresarial
2024-11-20,384.27,09:35:23,Banco E,Banco A,pessoal
2024-11-20,363.08,09:51:01,Banco D,Banco C,empresarial
2024-11-20,1087.91,10:22:43,Banco A,Banco B,pessoal
2024-11-20,205.33,10:42:58,Banco B,Banco A,pessoal
2024-11-20,232.95,10:52:33,Banco B,Banco D,pessoal
2024-11-20,1410.46,10:56:00,Banco C,Banco A,pessoal
2024-11-20,197.91,11:06:14,Banco C,Banco E,pessoal
2024-11-20,538.1,11:51:08,Banco C,Banco A,empresarial
2024-11-20,1077.9,12:54:19,Banco E,Banco D,pessoal
2024-11-20,492.86,14:26:10,Banco C,Banco E,pessoal
2024-11-20,945.78,14:27:05,Banco E,Banco C,empresarial
2024-11-20,575.95,15:23:15,Banco B,Banco A,empresarial
2024-11-20,837.02,16:21:34,Banco A,Banco C,pessoal
2024-11-20,131.96,16:22:38,Banco D,Banco B,empresarial
2024-11-20,113.43,16:36:45,Banco E,Banco D,pessoal
2024-11-20,249.16,16:58:09,Banco A,Banco D,pessoal
2024-11-20,198.81,17:06:55,Banco E,Banco B,empresarial
2024-11-20,288.37,17:22:03,Banco B,Banco E,pessoal
2024-11-20,342.87,17:23:52,Banco B,Banco D,empresarial
2024-11-20,195.0,17:26:06,Banco A,Banco B,pessoal
2024-11-20,3.58,17:41:40,Banco E,Banco B,empresarial
2024-11-20,247.72,18:29:35,Banco B,Banco E,pessoal
2024-11-20,370.2,21:22:29,Banco C,Banco A,empresarial
2024-11-20,1222.25,21:27:55,Banco C,Banco E,empresarial
2024-11-20,1047.91,22:18:29,Banco A,Banco C,empresarial
2024-11-21,949.47,00:37:49,Banco B,Banco E,empresarial
2024-11-21,52.75,03:30:10,Banco A,Banco D,pessoal
2024-11-21,101.18,04:24:21,Banco D,Banco C,pessoal
2024-11-21,440.5,05:26:10,Banco C,Banco A,pessoal
2024-11-21,242.05,06:25:35,Banco B,Banco D,pessoal
2024-11-21,574.8,07:53:33,Banco D,Banco A,empresarial
2024-11-21,125.04,08:42:33,Banco C,Banco E,pessoal
2024-11-21,66.19,09:06:41,Banco B,Banco E,pessoal
2024-11-21,62.38,09:34:46,Banco A,Banco B,pessoal
2024-11-21,448.12,09:37:59,Banco D,Banco C,empresarial
2024-11-21,368.74,09:43:55,Banco D,Banco E,empresarial
2024-11-21,151.0,09:52:04,Banco C,Banco E,empresarial
2024-11-21,10.27,09:53:38,Banco C,Banco A,empresarial
2024-11-21,580.44,10:13:17,Banco A,Banco C,pessoal
2024-11-21,278.19,10:21:32,Banco B,Banco A,empresarial
2024-11-21,113.86,10:31:15,Banco E,Banco A,pessoal
2024-11-21,560.27,10:36:37,Banco A,Banco E,empresarial
2024-11-21,808.27,15:11:35,Banco A,Banco D,pessoal
2024-11-21,329.33,16:31:56,Banco E,Banco D,pessoal
2024-11-21,503.33,16:48:21,Banco C,Banco D,pessoal
2024-11-21,850.42,17:03:31,Banco C,Banco A,empresarial
2024-11-21,661.48,17:05:13,Banco E,Banco C,pessoal
2024-11-21,5.94,17:19:43,Banco D,Banco C,empresarial
2024-11-21,135.21,17:21:46,Banco B,Banco A,pessoal
2024-11-21,1118.71,17:37:36,Banco A,Banco B,pessoal
2024-11-21,222.17,17:48:18,Banco C,Banco B,pessoal
2024-11-21,356.99,20:30:11,Banco B,Banco C,empresarial
2024-11-22,275.3,00:43:07,Banco C,Banco A,empresarial
2024-11-22,114.33,00:49:03,Banco D,Banco E,empresarial
2024-11-22,273.68,01:07:06,Banco E,Banco C,empresarial
2024-11-22,500.18,02:20:44,Banco D,Banco A,pessoal
2024-11-22,342.28,03:42:30,Banco C,Banco B,pessoal
2024-11-22,38.41,04:59:16,Banco B,Banco D,pessoal
2024-11-22,204.99,06:41:33,Banco E,Banco C,pessoal
2024-11-22,1212.89,07:05:29,Banco B,Banco C,pessoal
2024-11-22,278.82,09:42:54,Banco E,Banco B,pessoal
2024-11-22,169.42,10:02:22,Banco A,Banco D,empresarial
2024-11-22,589.37,10:02:55,Banco D,Banco C,pessoal
2024-11-22,2483.99,10:07:24,Banco E,Banco D,pessoal
2024-11-22,984.77,10:14:17,Banco B,Banco C,pessoal
2024-11-22,134.96,10:34:27,Banco D,Banco A,empresarial
2024-11-22,489.61,10:35:54,Banco D,Banco B,pessoal
2024-11-22,211.75,10:40:02,Banco C,Banco A,empresarial
2024-11-22,1027.38,10:47:30,Banco C,Banco E,pessoal
2024-11-22,143.83,10:47:47,Banco E,Banco B,empresarial
2024-11-22,830.55,14:11:00,Banco D,Banco B,pessoal
2024-11-22,167.86,14:24:34,Banco E,Banco C,empresarial
2024-11-22,168.92,15:07:13,Banco D,Banco B,pessoal
2024-11-22,16.88,15:28:49,Banco B,Banco A,pessoal
2024-11-22,782.12,16:09:56,Banco E,Banco C,pessoal
2024-11-22,250.42,16:24:28,Banco C,Banco B,empresarial
2024-11-22,457.27,16:39:11,Banco B,Banco A,pessoal
2024-11-22,649.02,16:39:59,Banco D,Banco E,pessoal
2024-11-22,684.78,16:42:23,Banco C,Banco A,empresarial
2024-11-22,75.04,17:09:14,Banco E,Banco D,pessoal
2024-11-22,956.36,17:26:15,Banco E,Banco C,empresarial
2024-11-22,801.03,17:53:29,Banco D,Banco E,empresarial
2024-11-22,1239.13,17:53:30,Banco E,Banco D,empresarial
2024-11-23,199.2,00:54:06,Banco D,Banco E,pessoal
2024-11-23,1319.71,02:54:13,Banco B,Banco D,empresarial
2024-11-23,366.03,05:27:52,Banco E,Banco B,pessoal
2024-11-23,72.79,09:08:07,Banco D,Banco B,pessoal
2024-11-23,531.57,09:09:41,Banco A,Banco B,pessoal
2024-11-23,1142.48,09:28:34,Banco D,Banco E,pessoal
2024-11-23,2312.28,09:35:12,Banco A,Banco C,empresarial
2024-11-23,183.95,09:48:23,Banco C,Banco A,pessoal
2024-11-23,1135.35,09:55:26,Banco A,Banco E,empresarial
2024-11-23,957.0,10:24:41,Banco B,Banco C,empresarial
2024-11-23,328.18,10:26:17,Banco A,Banco D,pessoal
2024-11-23,591.96,10:45:16,Banco C,Banco D,empresarial
2024-11-23,138.61,14:53:01,Banco E,Banco B,pessoal
2024-11-23,350.97,16:17:57,Banco B,Banco A,empresarial
2024-11-23,585.25,16:39:31,Banco B,Banco C,empresarial
2024-11-23,213.3,17:03:00,Banco E,Banco D,empresarial
2024-11-23,25.94,17:03:08,Banco A,Banco D,empresarial
2024-11-23,189.4,17:35:32,Banco C,Banco D,pessoal
2024-11-23,50.44,17:44:24,Banco E,Banco D,empresarial
2024-11-23,90.03,17:53:40,Banco B,Banco D,pessoal
2024-11-23,468.81,18:16:40,Banco C,Banco E,empresarial
2024-11-23,2116.67,22:34:46,Banco B,Banco E,empresarial
2024-11-23,656.16,23:16:23,Banco D,Banco B,empresarial
2024-11-23,246.17,23:42:07,Banco A,Banco B,empresarial
2024-11-24,576.57,00:04:47,Banco B,Banco E,pessoal
2024-11-24,123.09,00:18:48,Banco E,Banco D,empresarial
2024-11-24,1230.1,02:21:04,Banco D,Banco A,pessoal
2024-11-24,473.37,03:20:36,Banco B,Banco D,pessoal
2024-11-24,96.06,04:02:10,Banco A,Banco D,pessoal
2024-11-24,412.81,04:53:29,Banco A,Banco D,empresarial
2024-11-24,257.16,06:27:45,Banco D,Banco C,empresarial
2024-11-24,881.55,07:45:48,Banco E,Banco D,pessoal
2024-11-24,1304.01,09:29:36,Banco A,Banco E,empresarial
2024-11-24,16.25,09:40:51,Banco D,Banco C,empresarial
2024-11-24,508.85,10:14:41,Banco E,Banco A,pessoal
2024-11-24,742.6,10:30:49,Banco C,Banco A,pessoal
2024-11-24,1231.89,10:42:41,Banco B,Banco A,empresarial
2024-11-24,236.83,10:58:37,Banco A,Banco B,empresarial
2024-11-24,7.15,16:01:35,Banco C,Banco A,pessoal
2024-11-24,511.13,16:12:05,Banco C,Banco E,pessoal
2024-11-24,1186.46,16:19:03,Banco B,Banco A,pessoal
2024-11-24,227.36,16:43:05,Banco A,Banco D,pessoal
2024-11-24,1247.27,16:48:56,Banco E,Banco A,empresarial
2024-11-24,2010.85,17:01:56,Banco C,Banco E,pessoal
2024-11-24,166.52,17:14:17,Banco E,Banco B,pessoal
2024-11-24,106.81,17:24:18,Banco E,Banco C,pessoal
2024-11-24,1555.25,19:19:29,Banco B,Banco E,pessoal
2024-11-24,777.53,21:20:42,Banco A,Banco C,empresarial
2024-11-24,381.74,22:15:10,Banco B,Banco A,pessoal
2024-11-25,32.71,05:01:32,Banco C,Banco E,pessoal
2024-11-25,859.75,05:42:33,Banco D,Banco A,empresarial
2024-11-25,735.74,07:38:40,Banco B,Banco D,pessoal
2024-11-25,265.4,09:00:28,Banco B,Banco C,pessoal
2024-11-25,240.04,09:14:15,Banco B,Banco E,empresarial
2024-11-25,391.53,10:14:06,Banco E,Banco C,pessoal
2024-11-25,1172.3,10:18:46,Banco C,Banco E,pessoal
2024-11-25,1447.57,10:34:44,Banco B,Banco A,pessoal
2024-11-25,563.93,10:39:39,Banco B,Banco C,empresarial
2024-11-25,1019.84,10:42:45,Banco C,Banco E,pessoal
2024-11-25,1473.24,10:52:45,Banco D,Banco B,empresarial
2024-11-25,1467.02,10:57:20,Banco E,Banco C,empresarial
2024-11-25,2374.12,12:20:32,Banco E,Banco A,empresarial
2024-11-25,1710.35,13:33:23,Banco D,Banco E,empresarial
2024-11-25,182.64,16:13:27,Banco D,Banco E,empresarial
2024-11-25,125.23,16:24:29,Banco C,Banco B,empresarial
2024-11-25,106.11,16:30:06,Banco B,Banco A,empresarial
2024-11-25,239.33,16:32:10,Banco A,Banco D,pessoal
2024-11-25,189.36,16:36:51,Banco E,Banco B,pessoal
2024-11-25,1402.08,16:45:09,Banco A,Banco E,pessoal
2024-11-25,141.25,17:01:30,Banco A,Banco D,pessoal
2024-11-25,302.21,17:15:48,Banco B,Banco E,pessoal
2024-11-25,310.22,17:50:38,Banco D,Banco C,empresarial
2024-11-25,768.21,18:19:51,Banco D,Banco B,pessoal
2024-11-25,188.82,22:33:59,Banco D,Banco E,empresarial
2024-11-26,318.69,01:58:07,Banco E,Banco C,pessoal
2024-11-26,625.9,02:33:17,Banco A,Banco B,pessoal
2024-11-26,271.17,02:55:53,Banco A,Banco E,empresarial
2024-11-26,81.6,03:25:45,Banco E,Banco D,pessoal
2024-11-26,195.76,05:05:19,Banco E,Banco B,empresarial
2024-11-26,709.01,06:26:59,Banco A,Banco D,empresarial
2024-11-26,1012.91,07:54:56,Banco E,Banco C,pessoal
2024-11-26,584.79,09:24:13,Banco E,Banco A,pessoal
2024-11-26,824.66,09:29:31,Banco E,Banco C,pessoal
2024-11-26,564.5,09:49:35,Banco E,Banco A,pessoal
2024-11-26,717.66,09:58:30,Banco B,Banco E,pessoal
2024-11-26,335.22,09:59:58,Banco A,Banco C,empresarial
2024-11-26,597.79,10:18:38,Banco B,Banco E,pessoal
2024-11-26,46.0,10:30:23,Banco A,Banco C,pessoal
2024-11-26,365.57,10:54:31,Banco D,Banco E,pessoal
2024-11-26,154.89,16:44:39,Banco A,Banco E,pessoal
2024-11-26,0.62,16:52:49,Banco A,Banco E,pessoal
2024-11-26,938.29,17:02:41,Banco C,Banco A,empresarial
2024-11-26,90.15,17:11:50,Banco D,Banco B,pessoal
2024-11-26,355.13,17:12:30,Banco B,Banco A,pessoal
2024-11-26,50.07,17:41:09,Banco C,Banco A,pessoal
2024-11-26,131.44,20:57:27,Banco B,Banco E,pessoal
2024-11-26,1150.42,21:00:22,Banco B,Banco D,pessoal
2024-11-26,53.07,22:04:54,Banco B,Banco D,pessoal
2024-11-26,1283.76,23:10:33,Banco C,Banco B,empresarial
2024-11-27,1314.0,01:48:47,Banco C,Banco B,pessoal
2024-11-27,882.7,09:04:19,Banco C,Banco D,pessoal
2024-11-27,76.0,09:06:21,Banco D,Banco B,pessoal
2024-11-27,541.89,09:32:59,Banco E,Banco D,empresarial
2024-11-27,293.35,09:44:37,Banco C,Banco B,empresarial
2024-11-27,231.12,10:26:18,Banco E,Banco B,pessoal
2024-11-27,641.31,10:26:25,Banco A,Banco D,pessoal
2024-11-27,21.92,10:39:58,Banco C,Banco A,pessoal
2024-11-27,1032.21,12:58:07,Banco E,Banco D,empresarial
2024-11-27,852.61,16:07:55,Banco B,Banco A,empresarial
2024-11-27,105.06,16:08:38,Banco B,Banco D,empresarial
2024-11-27,30.23,16:21:08,Banco D,Banco C,empresarial
2024-11-27,16.62,16:30:04,Banco D,Banco C,pessoal
2024-11-27,612.78,16:31:50,Banco B,Banco E,pessoal
2024-11-27,211.7,17:01:34,Banco B,Banco D,pessoal
2024-11-27,362.07,17:29:19,Banco B,Banco D,pessoal
2024-11-27,246.21,17:42:03,Banco D,Banco B,pessoal
2024-11-27,1540.02,17:50:05,Banco D,Banco C,empresarial
2024-11-27,1678.22,18:32:17,Banco E,Banco A,pessoal
2024-11-27,224.68,22:04:28,Banco E,Banco C,pessoal
2024-11-28,210.57,00:41:25,Banco B,Banco D,pessoal
2024-11-28,46.33,01:29:21,Banco E,Banco A,pessoal
2024-11-28,1097.92,01:32:07,Banco A,Banco C,empresarial
2024-11-28,677.56,02:13:20,Banco B,Banco D,empresarial
2024-11-28,804.58,02:34:51,Banco A,Banco E,pessoal
2024-11-28,60.26,06:14:06,Banco B,Banco A,empresarial
2024-11-28,799.79,08:14:30,Banco D,Banco C,pessoal
2024-11-28,510.63,09:11:26,Banco A,Banco B,empresarial
2024-11-28,1198.91,09:15:01,Banco B,Banco D,pessoal
2024-11-28,367.2,09:33:18,Banco A,Banco D,pessoal
2024-11-28,118.95,09:34:23,Banco D,Banco C,pessoal
2024-11-28,616.52,09:36:22,Banco A,Banco D,empresarial
2024-11-28,126.97,10:04:38,Banco C,Banco B,pessoal
2024-11-28,182.02,10:29:32,Banco D,Banco C,empresarial
2024-11-28,267.6,10:34:22,Banco B,Banco A,empresarial
2024-11-28,565.3,10:59:51,Banco C,Banco A,pessoal
2024-11-28,272.95,16:05:54,Banco C,Banco D,pessoal
2024-11-28,97.49,16:12:18,Banco A,Banco C,pessoal
2024-11-28,53.32,16:30:23,Banco C,Banco A,empresarial
2024-11-28,503.87,16:56:54,Banco B,Banco A,pessoal
2024-11-28,579.77,17:05:47,Banco C,Banco B,empresarial
2024-11-28,626.67,17:22:29,Banco C,Banco D,pessoal
2024-11-28,42.14,17:23:12,Banco B,Banco D,pessoal
2024-11-28,527.69,17:30:10,Banco E,Banco D,empresarial
2024-11-28,154.43,17:35:27,Banco E,Banco C,empresarial
2024-11-28,19.38,22:42:00,Banco E,Banco C,empresarial
2024-11-29,984.28,00:12:48,Banco D,Banco B,empresarial
2024-11-29,88.95,00:41:12,Banco E,Banco A,empresarial
2024-11-29,431.94,00:51:37,Banco B,Banco D,pessoal
2024-11-29,110.12,01:39:49,Banco C,Banco D,pessoal
2024-11-29,26.89,04:04:26,Banco E,Banco C,empresarial
2024-11-29,29.39,04:19:25,Banco E,Banco A,pessoal
2024-11-29,1044.16,05:31:28,Banco C,Banco B,empresarial
2024-11-29,980.04,06:19:33,Banco D,Banco B,pessoal
2024-11-29,797.21,09:06:03,Banco B,Banco D,empresarial
2024-11-29,482.67,09:16:01,Banco D,Banco B,pessoal
2024-11-29,1991.97,09:23:16,Banco D,Banco A,pessoal
2024-11-29,93.41,10:04:22,Banco A,Banco B,pessoal
2024-11-29,168.58,10:16:41,Banco C,Banco A,pessoal
2024-11-29,71.05,14:48:06,Banco D,Banco C,pessoal
2024-11-29,31.53,16:02:15,Banco D,Banco E,pessoal
2024-11-29,49.54,16:27:24,Banco B,Banco E,pessoal
2024-11-29,5.26,16:32:51,Banco B,Banco E,pessoal
2024-11-29,436.33,16:43:11,Banco A,Banco B,empresarial
2024-11-29,319.58,16:47:17,Banco D,Banco C,pessoal
2024-11-29,179.53,16:50:48,Banco C,Banco D,empresarial
2024-11-29,137.84,17:06:12,Banco A,Banco E,empresarial
2024-11-29,1372.3,17:23:12,Banco A,Banco E,pessoal
2024-11-29,452.28,17:33:10,Banco A,Banco C,empresarial
2024-11-29,163.5,17:41:31,Banco B,Banco C,empresarial
2024-11-29,346.12,17:41:40,Banco A,Banco E,empresarial
2024-11-29,346.75,18:51:49,Banco A,Banco E,pessoal
2024-11-29,195.72,20:27:10,Banco E,Banco D,empresarial
2024-11-29,154.68,22:27:34,Banco B,Banco E,empresarial
2024-11-29,42.51,23:26:07,Banco E,Banco D,pessoal
2024-11-29,972.06,23:35:18,Banco E,Banco A,pessoal
2024-11-30,1535.58,00:14:35,Banco E,Banco C,pessoal
2024-11-30,340.02,03:42:04,Banco C,Banco E,empresarial
2024-11-30,982.53,06:08:43,Banco C,Banco B,pessoal
2024-11-30,68.96,06:32:04,Banco D,Banco B,pessoal
2024-11-30,208.61,06:55:55,Banco E,Banco A,pessoal
2024-11-30,3.03,07:33:24,Banco A,Banco D,pessoal
2024-11-30,639.19,08:06:58,Banco B,Banco C,pessoal
2024-11-30,880.95,09:11:54,Banco B,Banco C,pessoal
2024-11-30,2412.9,09:16:53,Banco B,Banco D,pessoal
2024-11-30,3001.33,09:16:55,Banco E,Banco C,empresarial
2024-11-30,140.64,10:21:43,Banco D,Banco C,empresarial
2024-11-30,859.34,10:34:44,Banco A,Banco B,pessoal
2024-11-30,659.87,10:58:13,Banco C,Banco D,pessoal
2024-11-30,450.45,11:26:12,Banco E,Banco B,empresarial
2024-11-30,668.31,14:25:11,Banco B,Banco A,empresarial
2024-11-30,555.34,15:39:50,Banco D,Banco C,empresarial
2024-11-30,286.32,15:54:17,Banco B,Banco A,pessoal
2024-11-30,402.04,16:03:12,Banco C,Banco B,empresarial
2024-11-30,107.9,16:37:06,Banco C,Banco D,empresarial
2024-11-30,302.62,16:42:19,Banco B,Banco D,empresarial
2024-11-30,173.35,16:43:50,Banco A,Banco E,empresarial
2024-11-30,840.55,16:51:57,Banco B,Banco A,pessoal
2024-11-30,517.01,17:01:59,Banco C,Banco E,empresarial
2024-11-30,382.9,18:44:43,Banco E,Banco B,empresarial
2024-11-30,304.28,19:24:12,Banco A,Banco E,empresarial
