valor_transacao,data,hora,tipo_transacao,origem,destino
"R$ 4,221.66",out_2023,22,pessoal,Vitória,Curitiba
"R$ 27,057.25",ago_2023,5,empresarial,Porto Alegre,Teresina
"R$ 13,768.94",jun_2023,6,pessoal,Manaus,Belo Horizonte
"R$ 8,400.93",jan_2023,8,pessoal,Recife,Brasília
"R$ 18,133.38",mar_2023,2,pessoal,Macapá,São Luís
"R$ 17,335.63",jan_2023,18,pessoal,Belo Horizonte,Teresina
"R$ 7,861.87",set_2023,11,pessoal,Vitória,São Luís
"R$ 17,339.83",nov_2023,21,pessoal,Brasília,Boa Vista
"R$ 17,544.89",jul_2023,14,pessoal,Porto Velho,Teresina
"R$ 6,550.89",fev_2023,6,pessoal,Salvador,Rio Branco
"R$ 8,346.37",jul_2023,14,pessoal,Palmas,Fortaleza
"R$ 1,634.03",jan_2023,15,pessoal,Boa Vista,São Luís
"R$ 83,222.05",abr_2023,22,empresarial,Vitória,Salvador
"R$ 39,797.96",ago_2023,0,empresarial,Aracaju,Belo Horizonte
"R$ 17,335.04",nov_2023,14,pessoal,Manaus,Brasília
"R$ 58,292.55",ago_2023,13,empresarial,Florianópolis,Curitiba
"R$ 15,968.83",mai_2023,23,pessoal,Cuiabá,Boa Vista
"R$ 6,981.82",jul_2023,0,pessoal,São Luís,Belo Horizonte
"R$ 58,566.99",mai_2023,3,empresarial,Aracaju,Maceió
"R$ 23,826.33",fev_2023,14,empresarial,Salvador,Cuiabá
"R$ 13,373.17",mar_2023,15,pessoal,Natal,Rio Branco
"R$ 39,293.06",mai_2023,17,empresarial,Rio de Janeiro,Cuiabá
"R$ 56,564.04",fev_2023,4,empresarial,Salvador,Belém
"R$ 17,198.16",mar_2023,10,pessoal,Cuiabá,Boa Vista
"R$ 5,091.63",mar_2023,23,pessoal,Salvador,Vitória
"R$ 1,417.87",out_2023,22,pessoal,Belo Horizonte,Macapá
"R$ 6,887.16",out_2023,9,empresarial,Salvador,João Pessoa
"R$ 37,756.78",out_2023,22,empresarial,Aracaju,Florianópolis
"R$ 18,998.90",abr_2023,4,pessoal,Rio de Janeiro,Natal
"R$ 15,460.53",fev_2023,0,pessoal,Rio de Janeiro,Fortaleza
"R$ 86,013.42",fev_2023,20,empresarial,Rio de Janeiro,Belém
"R$ 49,119.97",mar_2023,7,empresarial,Vitória,Recife
"R$ 7,067.10",mai_2023,18,pessoal,Rio Branco,Curitiba
"R$ 10,273.58",jun_2023,5,pessoal,São Paulo,Natal
"R$ 37,626.13",out_2023,16,empresarial,Porto Velho,São Paulo
"R$ 44,472.68",mar_2023,21,empresarial,Porto Velho,Maceió
"R$ 2,720.68",fev_2023,6,pessoal,Campo Grande,Vitória
"R$ 93,296.84",ago_2023,13,empresarial,Rio Branco,Natal
"R$ 5,366.53",nov_2023,20,empresarial,Porto Alegre,Fortaleza
"R$ 3,031.17",mar_2023,3,empresarial,Maceió,Natal
"R$ 52,749.06",mar_2023,6,empresarial,Natal,Maceió
"R$ 3,771.86",dez_2023,0,pessoal,Belém,Florianópolis
"R$ 19,689.41",out_2023,5,pessoal,João Pessoa,Recife
"R$ 76,076.56",fev_2023,5,empresarial,Salvador,Teresina
"R$ 90,729.12",dez_2023,3,empresarial,São Luís,Manaus
"R$ 55,726.96",out_2023,0,empresarial,Campo Grande,Brasília
"R$ 14,600.66",jun_2023,23,pessoal,Natal,Brasília
"R$ 1,622.82",mar_2023,3,empresarial,Macapá,Belém
"R$ 86,758.19",jul_2023,17,empresarial,Manaus,Porto Alegre
"R$ 41,402.86",out_2023,11,empresarial,Fortaleza,Manaus
"R$ 5,466.01",fev_2023,5,pessoal,Vitória,Macapá
"R$ 7,602.70",abr_2023,6,pessoal,São Luís,Maceió
"R$ 2,091.45",nov_2023,16,pessoal,Belém,Aracaju
"R$ 9,755.77",dez_2023,10,pessoal,Goiânia,Porto Alegre
"R$ 73,144.70",mai_2023,3,empresarial,São Paulo,Porto Velho
"R$ 13,818.70",abr_2023,22,pessoal,Florianópolis,Porto Velho
"R$ 11,525.65",jan_2023,20,pessoal,São Paulo,Belo Horizonte
"R$ 8,409.03",out_2023,9,pessoal,Campo Grande,Palmas
"R$ 65,638.74",out_2023,20,empresarial,Aracaju,Florianópolis
"R$ 36,107.21",mar_2023,23,empresarial,Natal,Curitiba
"R$ 9,581.09",mar_2023,10,pessoal,São Paulo,Macapá
"R$ 52,105.46",jul_2023,16,empresarial,Macapá,Manaus
"R$ 56,187.24",jun_2023,0,empresarial,Boa Vista,Rio Branco
"R$ 33,407.42",mai_2023,3,empresarial,Cuiabá,Vitória
"R$ 12,307.57",mai_2023,20,empresarial,Campo Grande,Brasília
"R$ 17,312.19",mar_2023,12,pessoal,Fortaleza,Rio de Janeiro
"R$ 47,861.26",set_2023,5,empresarial,Rio Branco,Porto Velho
"R$ 14,901.83",jan_2023,16,pessoal,Fortaleza,Brasília
"R$ 16,347.15",nov_2023,0,pessoal,Recife,São Paulo
"R$ 28,098.65",dez_2023,6,empresarial,Boa Vista,Vitória
"R$ 16,930.52",jun_2023,8,pessoal,São Paulo,São Luís
"R$ 48,276.83",dez_2023,21,empresarial,Goiânia,Boa Vista
"R$ 1,690.84",nov_2023,19,pessoal,Salvador,Recife
"R$ 13,919.66",dez_2023,3,pessoal,Fortaleza,Boa Vista
"R$ 2,546.79",abr_2023,11,pessoal,Campo Grande,João Pessoa
"R$ 66,621.01",out_2023,4,empresarial,Rio de Janeiro,Salvador
"R$ 17,606.22",jul_2023,6,pessoal,Salvador,Belém
"R$ 99,756.35",nov_2023,16,empresarial,Salvador,São Paulo
"R$ 33,394.01",fev_2023,3,empresarial,Rio de Janeiro,Curitiba
"R$ 13,077.13",set_2023,14,pessoal,Campo Grande,Fortaleza
"R$ 28,006.32",set_2023,21,empresarial,Fortaleza,Brasília
"R$ 37,947.41",mai_2023,1,empresarial,Recife,Rio de Janeiro
"R$ 14,693.17",jun_2023,20,pessoal,Curitiba,Belém
"R$ 3,756.09",set_2023,16,pessoal,Palmas,Brasília
"R$ 3,167.95",mar_2023,14,pessoal,Belo Horizonte,Aracaju
"R$ 19,644.20",nov_2023,2,pessoal,Rio Branco,Aracaju
"R$ 90,890.63",fev_2023,4,empresarial,Curitiba,Teresina
"R$ 95,204.61",out_2023,23,empresarial,Belém,Porto Alegre
"R$ 11,418.36",fev_2023,8,pessoal,Rio de Janeiro,Porto Alegre
"R$ 3,904.82",set_2023,18,pessoal,Aracaju,Rio de Janeiro
"R$ 60,494.47",nov_2023,16,empresarial,Macapá,Recife
"R$ 16,862.51",jun_2023,23,pessoal,Rio de Janeiro,João Pessoa
"R$ 95,908.83",dez_2023,11,empresarial,Manaus,Maceió
"R$ 65,647.14",abr_2023,7,empresarial,Fortaleza,Florianópolis
"R$ 57,789.71",jul_2023,11,empresarial,Palmas,Vitória
"R$ 64,585.08",dez_2023,4,empresarial,Natal,Maceió
"R$ 4,281.59",nov_2023,12,empresarial,Rio de Janeiro,Salvador
"R$ 18,416.47",mar_2023,10,pessoal,Fortaleza,Macapá
"R$ 78,910.15",set_2023,12,empresarial,Fortaleza,Cuiabá
"R$ 28,189.34",mai_2023,2,empresarial,Recife,João Pessoa
"R$ 32,083.04",abr_2023,15,empresarial,Porto Alegre,Vitória
"R$ 64,181.59",mai_2023,0,empresarial,Macapá,Aracaju
"R$ 7,239.10",out_2023,11,empresarial,Rio de Janeiro,São Luís
"R$ 12,940.28",out_2023,4,empresarial,Teresina,Campo Grande
"R$ 9,493.26",abr_2023,23,pessoal,Fortaleza,Vitória
"R$ 2,749.66",out_2023,11,pessoal,Macapá,Boa Vista
"R$ 82,906.91",out_2023,2,empresarial,Belém,Palmas
"R$ 55,692.47",jul_2023,21,empresarial,Recife,Goiânia
"R$ 8,379.05",fev_2023,1,pessoal,Salvador,São Luís
"R$ 34,739.87",fev_2023,3,empresarial,Rio de Janeiro,Boa Vista
"R$ 85,520.39",jan_2023,15,empresarial,Recife,João Pessoa
"R$ 19,310.28",jul_2023,9,empresarial,Fortaleza,Aracaju
"R$ 2,479.11",mai_2023,22,pessoal,Cuiabá,Florianópolis
"R$ 5,997.07",ago_2023,12,empresarial,Belo Horizonte,Porto Alegre
"R$ 5,967.98",jan_2023,21,pessoal,João Pessoa,Belém
"R$ 18,780.89",dez_2023,18,pessoal,Porto Velho,Belo Horizonte
"R$ 98,391.05",dez_2023,3,empresarial,Boa Vista,Fortaleza
"R$ 59,923.30",jan_2023,14,empresarial,São Luís,Maceió
"R$ 4,170.29",jul_2023,23,pessoal,Porto Velho,Rio de Janeiro
"R$ 8,403.65",jul_2023,5,pessoal,Porto Velho,Recife
"R$ 53,836.21",out_2023,19,empresarial,Teresina,Curitiba
"R$ 28,278.91",jan_2023,16,empresarial,São Paulo,Belo Horizonte
"R$ 16,530.68",dez_2023,18,empresarial,São Paulo,São Luís
"R$ 87,886.78",abr_2023,10,empresarial,Porto Velho,João Pessoa
"R$ 10,526.97",ago_2023,6,pessoal,Recife,Belo Horizonte
"R$ 1,391.31",dez_2023,4,pessoal,Porto Alegre,Belo Horizonte
"R$ 15,350.76",jan_2023,8,pessoal,Curitiba,Vitória
"R$ 2,357.36",abr_2023,18,pessoal,Curitiba,Recife
"R$ 43,242.59",jul_2023,23,empresarial,Cuiabá,Macapá
"R$ 75,621.73",ago_2023,11,empresarial,Aracaju,São Paulo
"R$ 14,437.05",set_2023,1,pessoal,Teresina,Belo Horizonte
"R$ 5,449.83",nov_2023,13,pessoal,Maceió,São Luís
"R$ 4,927.37",mar_2023,6,pessoal,São Paulo,Curitiba
"R$ 40,727.47",jun_2023,8,empresarial,Porto Alegre,João Pessoa
"R$ 22,841.33",fev_2023,22,empresarial,Porto Alegre,Curitiba
"R$ 26,796.05",dez_2023,14,empresarial,Boa Vista,Manaus
"R$ 15,313.48",abr_2023,13,pessoal,Porto Alegre,Belém
"R$ 14,251.06",mar_2023,9,pessoal,Cuiabá,João Pessoa
"R$ 55,038.87",mar_2023,19,empresarial,Boa Vista,Belém
"R$ 59,916.26",jul_2023,3,empresarial,Curitiba,João Pessoa
"R$ 18,607.29",nov_2023,1,pessoal,Fortaleza,Rio de Janeiro
"R$ 48,474.85",abr_2023,22,empresarial,Manaus,Rio Branco
"R$ 82,327.57",set_2023,2,empresarial,Teresina,Porto Alegre
"R$ 62,726.76",out_2023,22,empresarial,Curitiba,São Paulo
"R$ 72,026.32",abr_2023,6,empresarial,Curitiba,Florianópolis
"R$ 97,574.90",jul_2023,0,empresarial,Curitiba,Maceió
"R$ 32,911.91",jun_2023,16,empresarial,Manaus,São Luís
"R$ 16,755.57",jul_2023,14,empresarial,Rio Branco,Natal
"R$ 11,964.52",mar_2023,18,empresarial,Rio Branco,São Luís
"R$ 14,956.99",mai_2023,4,pessoal,Recife,Vitória
"R$ 21,646.75",mai_2023,7,empresarial,Recife,Florianópolis
"R$ 17,799.70",dez_2023,5,pessoal,Rio de Janeiro,São Paulo
"R$ 31,385.37",fev_2023,11,empresarial,Salvador,Palmas
"R$ 14,082.10",abr_2023,5,pessoal,Goiânia,Rio Branco
"R$ 16,901.17",jun_2023,5,pessoal,São Luís,Florianópolis
"R$ 6,397.15",jan_2023,23,pessoal,Belo Horizonte,Florianópolis
"R$ 14,599.16",ago_2023,9,pessoal,São Paulo,Goiânia
"R$ 64,246.01",mar_2023,11,empresarial,São Luís,Maceió
"R$ 17,339.84",nov_2023,2,pessoal,Rio de Janeiro,Vitória
"R$ 5,447.26",fev_2023,6,pessoal,Salvador,São Luís
"R$ 8,819.74",fev_2023,0,pessoal,Porto Velho,Goiânia
"R$ 47,036.08",fev_2023,5,empresarial,Palmas,Natal
"R$ 71,928.86",jul_2023,23,empresarial,Fortaleza,Manaus
"R$ 33,712.59",out_2023,22,empresarial,Belo Horizonte,Rio de Janeiro
"R$ 89,631.16",out_2023,7,empresarial,Natal,São Luís
"R$ 5,254.78",set_2023,10,pessoal,Belo Horizonte,Porto Velho
"R$ 21,696.38",nov_2023,16,empresarial,São Luís,Porto Velho
"R$ 52,570.75",out_2023,2,empresarial,Porto Alegre,Goiânia
"R$ 16,414.84",set_2023,19,pessoal,João Pessoa,Boa Vista
"R$ 14,445.55",jan_2023,18,pessoal,Palmas,Cuiabá
"R$ 11,581.75",out_2023,1,pessoal,Vitória,Cuiabá
"R$ 17,001.84",ago_2023,0,pessoal,Macapá,Brasília
"R$ 2,076.28",set_2023,3,pessoal,Boa Vista,Rio de Janeiro
"R$ 7,119.68",mar_2023,11,pessoal,São Paulo,Porto Velho
"R$ 17,463.62",dez_2023,18,pessoal,Teresina,Fortaleza
"R$ 47,064.48",jun_2023,13,empresarial,Belo Horizonte,Campo Grande
"R$ 82,271.10",fev_2023,0,empresarial,Recife,Manaus
"R$ 13,233.08",set_2023,14,pessoal,Campo Grande,Brasília
"R$ 22,952.53",dez_2023,14,empresarial,Palmas,Porto Velho
R$ 76.05,fev_2023,2,pessoal,Porto Velho,Salvador
"R$ 9,095.14",fev_2023,12,pessoal,Manaus,Florianópolis
"R$ 19,222.04",abr_2023,3,pessoal,Campo Grande,João Pessoa
"R$ 49,957.88",jan_2023,0,empresarial,Boa Vista,Maceió
"R$ 91,113.83",out_2023,16,empresarial,Teresina,Macapá
"R$ 51,264.83",fev_2023,21,empresarial,Salvador,Curitiba
"R$ 17,658.64",jan_2023,12,empresarial,Recife,Vitória
"R$ 31,559.55",mar_2023,11,empresarial,São Luís,Campo Grande
"R$ 1,342.36",jul_2023,10,pessoal,Teresina,Manaus
"R$ 85,745.38",jul_2023,9,empresarial,Florianópolis,Fortaleza
"R$ 89,236.35",jan_2023,23,empresarial,Aracaju,Brasília
"R$ 8,314.60",jun_2023,13,pessoal,Boa Vista,Natal
R$ 526.47,jun_2023,20,pessoal,Natal,Rio Branco
"R$ 53,400.54",jan_2023,17,empresarial,Curitiba,São Luís
"R$ 26,240.15",set_2023,16,empresarial,São Luís,Campo Grande
"R$ 20,544.08",set_2023,1,empresarial,Goiânia,Manaus
"R$ 94,042.53",abr_2023,10,empresarial,Goiânia,Brasília
"R$ 82,575.87",mar_2023,7,empresarial,Aracaju,Florianópolis
"R$ 4,621.12",nov_2023,23,pessoal,Brasília,Rio de Janeiro
"R$ 88,902.88",mar_2023,18,empresarial,Porto Velho,Natal
"R$ 54,445.33",fev_2023,10,empresarial,Salvador,Recife
"R$ 5,364.22",jun_2023,3,pessoal,Natal,Porto Alegre
"R$ 9,598.79",fev_2023,14,empresarial,Curitiba,Natal
"R$ 6,745.20",mar_2023,23,pessoal,Curitiba,Belo Horizonte
"R$ 16,684.92",ago_2023,15,pessoal,Brasília,Belo Horizonte
"R$ 18,864.64",dez_2023,14,pessoal,Curitiba,Recife
"R$ 1,667.60",mar_2023,3,empresarial,Florianópolis,Aracaju
"R$ 1,374.83",out_2023,15,pessoal,Campo Grande,João Pessoa
"R$ 79,909.21",set_2023,6,empresarial,Macapá,Boa Vista
"R$ 26,541.30",dez_2023,1,empresarial,Campo Grande,Manaus
"R$ 17,669.01",jun_2023,4,pessoal,Brasília,Salvador
"R$ 8,727.55",abr_2023,11,pessoal,Manaus,Florianópolis
"R$ 11,280.36",mai_2023,22,pessoal,Teresina,Vitória
"R$ 31,927.98",ago_2023,1,empresarial,Fortaleza,Goiânia
"R$ 20,818.89",abr_2023,22,empresarial,Cuiabá,Belém
"R$ 74,269.99",set_2023,9,empresarial,Belém,Campo Grande
"R$ 34,120.75",jan_2023,21,empresarial,Aracaju,Fortaleza
"R$ 16,948.01",abr_2023,13,pessoal,Manaus,Rio Branco
"R$ 5,512.47",nov_2023,8,pessoal,São Paulo,Porto Alegre
"R$ 47,165.40",mar_2023,7,empresarial,Rio de Janeiro,Manaus
"R$ 14,278.45",nov_2023,2,pessoal,Natal,Teresina
"R$ 62,346.23",jun_2023,7,empresarial,Vitória,Rio Branco
"R$ 85,529.55",fev_2023,7,empresarial,Rio de Janeiro,Teresina
"R$ 58,614.08",mar_2023,17,empresarial,Manaus,Rio de Janeiro
"R$ 4,907.94",dez_2023,15,pessoal,Belo Horizonte,Fortaleza
"R$ 5,512.46",ago_2023,8,pessoal,Natal,Fortaleza
"R$ 73,567.29",dez_2023,21,empresarial,João Pessoa,Palmas
"R$ 7,698.29",mar_2023,9,pessoal,São Paulo,Palmas
"R$ 10,861.06",fev_2023,13,pessoal,Goiânia,Maceió
"R$ 69,501.77",dez_2023,18,empresarial,Macapá,Rio de Janeiro
R$ 21.68,nov_2023,15,pessoal,Palmas,Goiânia
"R$ 6,484.63",nov_2023,9,pessoal,Macapá,Curitiba
"R$ 2,755.99",set_2023,7,empresarial,Manaus,Rio Branco
"R$ 26,357.91",jan_2023,14,empresarial,Maceió,Boa Vista
"R$ 46,202.10",mar_2023,22,empresarial,Cuiabá,Recife
"R$ 5,718.45",jan_2023,16,pessoal,Natal,João Pessoa
"R$ 32,011.49",set_2023,13,empresarial,São Paulo,Campo Grande
R$ 95.45,ago_2023,4,pessoal,São Luís,Cuiabá
"R$ 9,327.25",abr_2023,7,pessoal,Rio Branco,Salvador
"R$ 18,694.28",abr_2023,19,pessoal,Belo Horizonte,Cuiabá
"R$ 58,153.52",jan_2023,21,empresarial,Boa Vista,Rio de Janeiro
"R$ 1,940.37",abr_2023,15,pessoal,Porto Alegre,Macapá
"R$ 81,662.96",mai_2023,5,empresarial,São Luís,São Paulo
"R$ 72,748.23",set_2023,13,empresarial,São Luís,Macapá
"R$ 60,924.79",abr_2023,9,empresarial,São Paulo,Recife
"R$ 72,130.54",nov_2023,22,empresarial,Rio Branco,São Luís
"R$ 96,603.17",dez_2023,15,empresarial,Maceió,Macapá
"R$ 12,463.58",fev_2023,4,pessoal,Salvador,Palmas
"R$ 5,153.35",mai_2023,9,pessoal,Palmas,Fortaleza
"R$ 39,049.21",ago_2023,17,empresarial,Macapá,São Luís
"R$ 10,133.14",nov_2023,6,pessoal,Florianópolis,São Luís
R$ 915.46,jan_2023,19,pessoal,Aracaju,Porto Alegre
"R$ 11,830.88",ago_2023,10,empresarial,Teresina,Brasília
"R$ 11,929.38",mai_2023,12,pessoal,Porto Velho,Fortaleza
"R$ 38,728.46",mai_2023,14,empresarial,Boa Vista,São Luís
"R$ 86,084.01",fev_2023,1,empresarial,Rio de Janeiro,Palmas
R$ 942.61,nov_2023,13,pessoal,Teresina,Salvador
"R$ 24,643.97",dez_2023,14,empresarial,São Luís,Manaus
"R$ 68,605.77",set_2023,18,empresarial,Teresina,Maceió
"R$ 4,030.68",set_2023,23,pessoal,Belém,Belo Horizonte
"R$ 84,107.99",jul_2023,0,empresarial,Boa Vista,Porto Velho
"R$ 77,393.21",nov_2023,0,empresarial,Boa Vista,Porto Velho
"R$ 69,927.42",set_2023,12,empresarial,Porto Velho,Goiânia
"R$ 14,252.68",jun_2023,6,empresarial,Boa Vista,São Paulo
"R$ 50,559.83",mai_2023,0,empresarial,São Luís,Campo Grande
"R$ 35,053.42",dez_2023,8,empresarial,Campo Grande,Rio Branco
"R$ 76,553.79",abr_2023,22,empresarial,Boa Vista,Teresina
R$ 726.37,mar_2023,11,pessoal,Rio Branco,Curitiba
"R$ 9,086.59",fev_2023,14,empresarial,Rio de Janeiro,Palmas
"R$ 18,415.00",mar_2023,23,pessoal,Belo Horizonte,Natal
"R$ 19,558.89",dez_2023,2,empresarial,Florianópolis,João Pessoa
"R$ 5,311.14",out_2023,6,pessoal,Curitiba,Recife
"R$ 4,889.19",jun_2023,11,empresarial,São Paulo,Natal
"R$ 26,913.83",jan_2023,0,empresarial,Rio de Janeiro,Florianópolis
"R$ 30,336.25",mai_2023,19,empresarial,Teresina,Fortaleza
"R$ 4,318.14",abr_2023,22,pessoal,Vitória,Curitiba
"R$ 36,944.92",set_2023,0,empresarial,João Pessoa,Brasília
"R$ 32,065.60",out_2023,6,empresarial,Macapá,Belém
"R$ 58,973.36",mai_2023,14,empresarial,Recife,Porto Alegre
"R$ 73,378.60",jan_2023,13,empresarial,Porto Velho,Teresina
"R$ 15,718.31",abr_2023,22,pessoal,Porto Velho,Campo Grande
"R$ 7,020.78",set_2023,21,empresarial,Rio de Janeiro,Teresina
"R$ 28,785.28",ago_2023,23,empresarial,Rio Branco,Goiânia
"R$ 3,687.56",jan_2023,21,pessoal,Porto Velho,João Pessoa
"R$ 4,822.56",set_2023,11,pessoal,Natal,Macapá
"R$ 74,850.84",jun_2023,8,empresarial,Belém,Rio de Janeiro
"R$ 13,495.62",nov_2023,9,pessoal,João Pessoa,Natal
"R$ 73,728.10",mar_2023,14,empresarial,Palmas,Manaus
"R$ 3,866.01",jul_2023,20,pessoal,Porto Alegre,Belém
"R$ 61,518.41",abr_2023,7,empresarial,Porto Velho,Palmas
"R$ 77,755.11",mar_2023,8,empresarial,Boa Vista,Campo Grande
"R$ 8,048.23",fev_2023,7,pessoal,Rio de Janeiro,Salvador
"R$ 84,744.49",jul_2023,6,empresarial,Florianópolis,Boa Vista
"R$ 1,899.23",ago_2023,10,pessoal,Porto Velho,Vitória
"R$ 38,877.04",jul_2023,13,empresarial,Boa Vista,Porto Alegre
"R$ 12,626.53",dez_2023,13,pessoal,Belo Horizonte,Salvador
"R$ 82,389.45",mar_2023,14,empresarial,Florianópolis,Natal
"R$ 53,167.79",nov_2023,10,empresarial,Salvador,Manaus
"R$ 3,013.90",abr_2023,12,empresarial,Palmas,Fortaleza
"R$ 68,861.66",abr_2023,5,empresarial,Belém,Vitória
"R$ 14,219.37",set_2023,23,pessoal,Rio Branco,Goiânia
"R$ 60,819.86",dez_2023,0,empresarial,Aracaju,Macapá
"R$ 8,673.55",jan_2023,15,pessoal,Rio Branco,Campo Grande
"R$ 49,210.43",jan_2023,7,empresarial,Florianópolis,Aracaju
"R$ 65,463.01",jun_2023,22,empresarial,Belém,Goiânia
"R$ 45,636.78",mai_2023,4,empresarial,Campo Grande,Florianópolis
"R$ 24,077.92",set_2023,1,empresarial,Recife,Teresina
"R$ 18,522.76",nov_2023,6,empresarial,Salvador,Teresina
"R$ 13,920.01",dez_2023,8,pessoal,Maceió,Belém
"R$ 1,790.02",jul_2023,19,pessoal,Aracaju,São Luís
"R$ 7,150.67",jun_2023,3,pessoal,Maceió,Macapá
"R$ 35,529.37",abr_2023,10,empresarial,Natal,Campo Grande
"R$ 64,793.62",dez_2023,15,empresarial,Porto Alegre,Rio de Janeiro
"R$ 10,938.81",fev_2023,7,pessoal,Florianópolis,Maceió
"R$ 36,176.83",mar_2023,7,empresarial,Porto Velho,Natal
"R$ 56,424.53",jan_2023,15,empresarial,Maceió,Porto Alegre
"R$ 11,736.28",fev_2023,3,pessoal,Rio de Janeiro,Brasília
"R$ 3,479.71",abr_2023,11,pessoal,Belo Horizonte,Macapá
"R$ 29,200.11",dez_2023,21,empresarial,Natal,Recife
"R$ 88,420.25",jul_2023,19,empresarial,Belo Horizonte,Recife
"R$ 17,278.76",jan_2023,11,empresarial,Florianópolis,Porto Velho
"R$ 9,353.18",jan_2023,12,empresarial,Manaus,Palmas
"R$ 12,542.53",mai_2023,17,pessoal,São Luís,Campo Grande
"R$ 68,955.88",jan_2023,17,empresarial,João Pessoa,Rio Branco
"R$ 12,181.44",ago_2023,2,pessoal,Curitiba,Teresina
"R$ 13,756.41",jun_2023,23,pessoal,Macapá,São Paulo
"R$ 2,797.96",mar_2023,20,pessoal,Macapá,Salvador
"R$ 74,842.47",mai_2023,11,empresarial,Belém,Teresina
"R$ 17,981.41",jan_2023,4,pessoal,Porto Velho,Recife
"R$ 24,776.12",nov_2023,21,empresarial,Maceió,São Luís
"R$ 33,664.31",nov_2023,17,empresarial,Belém,Goiânia
"R$ 27,256.70",jun_2023,17,empresarial,Manaus,Vitória
"R$ 9,611.97",nov_2023,21,pessoal,Fortaleza,Manaus
"R$ 74,214.21",out_2023,8,empresarial,Brasília,Florianópolis
"R$ 6,998.42",mai_2023,1,pessoal,Goiânia,Vitória
"R$ 97,502.14",set_2023,10,empresarial,Teresina,Porto Velho
"R$ 74,502.95",mar_2023,22,empresarial,Brasília,Macapá
"R$ 1,308.03",abr_2023,23,empresarial,Teresina,Natal
"R$ 40,205.50",jun_2023,21,empresarial,Recife,Palmas
"R$ 6,458.72",jul_2023,14,pessoal,Macapá,Belém
"R$ 15,118.11",abr_2023,16,pessoal,Cuiabá,Goiânia
"R$ 66,547.98",out_2023,10,empresarial,Rio de Janeiro,João Pessoa
"R$ 1,142.65",mai_2023,17,empresarial,Belo Horizonte,Rio Branco
"R$ 55,179.32",mai_2023,1,empresarial,São Paulo,Belém
"R$ 1,035.88",jul_2023,2,pessoal,Cuiabá,Teresina
"R$ 16,852.70",jun_2023,23,pessoal,Porto Alegre,Teresina
"R$ 8,195.77",set_2023,22,pessoal,Curitiba,João Pessoa
"R$ 64,934.76",jan_2023,22,empresarial,São Paulo,Manaus
"R$ 9,244.54",jan_2023,8,pessoal,Brasília,Aracaju
"R$ 1,748.45",jul_2023,9,pessoal,Rio Branco,São Paulo
"R$ 86,546.53",abr_2023,18,empresarial,Campo Grande,Belém
"R$ 18,366.77",dez_2023,23,pessoal,Vitória,Belo Horizonte
"R$ 37,518.31",mar_2023,4,empresarial,Rio Branco,Rio de Janeiro
"R$ 14,010.75",dez_2023,14,pessoal,Porto Alegre,São Luís
"R$ 29,079.29",abr_2023,13,empresarial,Rio de Janeiro,Recife
"R$ 94,598.71",abr_2023,10,empresarial,Fortaleza,Cuiabá
"R$ 17,131.39",nov_2023,12,pessoal,Maceió,São Paulo
"R$ 10,362.57",jul_2023,22,pessoal,Rio Branco,Curitiba
"R$ 37,164.67",out_2023,5,empresarial,Manaus,Curitiba
"R$ 66,707.38",nov_2023,4,empresarial,Natal,Cuiabá
"R$ 8,067.98",out_2023,9,pessoal,Boa Vista,Fortaleza
"R$ 3,082.60",ago_2023,12,pessoal,Fortaleza,Maceió
"R$ 30,815.12",jun_2023,21,empresarial,São Paulo,Brasília
"R$ 13,486.00",jan_2023,6,pessoal,Boa Vista,Recife
"R$ 58,069.19",abr_2023,10,empresarial,Aracaju,Fortaleza
"R$ 20,006.52",set_2023,8,empresarial,Natal,Boa Vista
"R$ 1,976.41",mar_2023,18,pessoal,Manaus,Curitiba
"R$ 81,116.73",jul_2023,6,empresarial,Belém,Rio Branco
"R$ 5,071.30",dez_2023,9,empresarial,Rio de Janeiro,Macapá
"R$ 85,793.54",jul_2023,14,empresarial,Rio Branco,Boa Vista
"R$ 17,133.84",nov_2023,15,pessoal,Teresina,Manaus
"R$ 96,090.55",jul_2023,20,empresarial,Belém,Rio de Janeiro
"R$ 5,316.38",out_2023,2,pessoal,Curitiba,Rio Branco
"R$ 87,939.64",fev_2023,16,empresarial,Campo Grande,Boa Vista
"R$ 11,588.71",jan_2023,22,pessoal,João Pessoa,Brasília
"R$ 58,746.05",ago_2023,11,empresarial,Campo Grande,Florianópolis
"R$ 10,992.63",fev_2023,0,pessoal,Salvador,Teresina
"R$ 2,935.17",nov_2023,12,pessoal,Rio de Janeiro,Natal
R$ 830.32,nov_2023,22,pessoal,Rio Branco,Porto Alegre
"R$ 6,509.37",jul_2023,5,pessoal,Florianópolis,Recife
"R$ 10,019.47",mar_2023,20,pessoal,Porto Velho,Boa Vista
"R$ 86,247.89",fev_2023,10,empresarial,Rio Branco,João Pessoa
"R$ 8,044.74",jun_2023,1,pessoal,Natal,Aracaju
"R$ 28,163.73",fev_2023,5,empresarial,Salvador,Manaus
"R$ 54,747.74",ago_2023,18,empresarial,São Paulo,Maceió
"R$ 14,056.95",mai_2023,5,empresarial,Fortaleza,Brasília
"R$ 4,920.21",set_2023,1,pessoal,São Paulo,Goiânia
"R$ 90,151.73",out_2023,18,empresarial,Salvador,Natal
"R$ 60,649.20",abr_2023,8,empresarial,Boa Vista,João Pessoa
